city_death,2014,2015,2016,2017,2018,tot_pop_13,tot_pop_14,tot_pop_15,tot_pop_16,tot_pop_17,over_65_count,over_65_prop,med_house_inc,mean_house_inc,less_than_hs_ed,at_or_below_pov_prop,pop_struggling_prop,urb_v_rur,town_status
hamilton,0,0,1,0,1,7861.285714285715,7893.714285714285,7926.142857142857,7958.571428571428,7991,1294,0.16193217369540733,106141.42857142857,128648.96137196808,1.5627977892128835,0.10173824130879346,0.057387525562372185,rural,grown
hampden,0,0,0,0,1,5162.142857142857,5169.857142857143,5177.571428571428,5185.285714285715,5193,1378,0.2653572116310418,78133.5,104080.36937571107,6.480271753331591,0.04047946551385341,0.07702888583218707,rural,uncertain
hancock,0,0,1,0,0,683.5714285714286,672.4285714285714,661.2857142857143,650.1428571428571,639,150,0.2347417840375587,71875.0,81009.2,2.676864244741874,0.0297339593114241,0.06885758998435054,rural,shrunk
hanover,1,0,1,1,0,14071.42857142857,14135.57142857143,14199.714285714286,14263.857142857143,14328,2744,0.19151312116136238,112872.85714285714,133937.48882754496,3.583545377438507,0.03893081317441286,0.08181112913463573,rural,grown
hanson,0,4,0,0,2,10359.42857142857,10409.57142857143,10459.714285714286,10509.857142857143,10560,1885,0.17850378787878787,99075.0,108669.20816992948,5.879172861197459,0.03437143942271174,0.06560957083175085,rural,grown
hardwick,0,2,1,0,0,3004.5714285714284,3009.4285714285716,3014.285714285714,3019.1428571428573,3024,765,0.25297619047619047,51364.5,66923.56302027474,6.666666666666667,0.11980775832475112,0.18022657054582905,rural,uncertain
harvard,0,0,0,0,1,6529.428571428572,6532.571428571428,6535.714285714285,6538.857142857143,6542,1216,0.18587587893610516,127100.0,159227.27768032046,2.1867974657674227,0.052275635167245475,0.052092853226101264,rural,uncertain
harwich,0,3,1,1,1,12200.142857142857,12185.857142857143,12171.57142857143,12157.285714285714,12143,4561,0.3756073457959318,69358.0,86593.95046827523,3.7383177570093458,0.0668402048870602,0.13242085817448987,rural,shrunk
hatfield,2,1,0,1,0,3290.1428571428573,3293.8571428571427,3297.5714285714284,3301.285714285714,3305,1052,0.3183055975794251,65251.333333333336,82340.07666685172,2.6345083487940633,0.04357034795763994,0.0962178517397882,rural,uncertain
haverhill,30,25,37,24,24,61763.57142857143,62058.42857142857,62353.28571428572,62648.142857142855,62943,9035,0.14354257026198305,71798.56410256411,85567.05108108264,10.711898780853172,0.12575121163166397,0.1564135702746365,urban,grown
hawley,0,0,0,0,0,930.8571428571429,942.1428571428571,953.4285714285714,964.7142857142857,976,267,0.2735655737704918,59167.0,71880.1507537688,9.433962264150944,0.11819116135662898,0.15724563206577596,rural,grown
heath,0,0,0,0,0,1213.2857142857142,1223.7142857142858,1234.142857142857,1244.5714285714287,1255,330,0.26294820717131473,52708.0,74171.4579055441,9.851088201603666,0.15951417004048582,0.2242914979757085,rural,grown
hingham,0,0,1,0,0,22538.428571428572,22665.571428571428,22792.714285714286,22919.85714285714,23047,5578,0.2420271618865796,140785.91666666666,208382.657234833,1.4503625906476618,0.05705125389784356,0.05612894725284378,rural,grown
hinsdale,1,0,0,0,0,2005.4285714285713,1996.5714285714287,1987.7142857142858,1978.857142857143,1970,413,0.20964467005076143,61979.0,76834.9304029304,5.252525252525253,0.07802141764405915,0.049464558898521166,rural,uncertain
holbrook,2,3,1,5,4,10893.0,10927.0,10961.0,10995.0,11029,2140,0.19403391059932903,73617.0,88366.34945074013,4.56643186786495,0.06669695592912313,0.07542026351658337,rural,grown
holden,2,1,2,0,1,17865.428571428572,18038.571428571428,18211.714285714286,18384.85714285714,18558,3495,0.18832848367280958,101361.84615384616,119425.81618146645,3.028169014084507,0.04677568316401369,0.06807192915738577,rural,grown
holland,0,0,0,0,0,2493.4285714285716,2497.5714285714284,2501.714285714286,2505.8571428571427,2510,457,0.18207171314741036,78362.0,89840.3772933383,5.672149744753262,0.04110135674381484,0.12769353551476456,rural,uncertain
holliston,0,1,1,0,1,13946.857142857143,14080.142857142857,14213.42857142857,14346.714285714286,14480,2302,0.1589779005524862,120640.54545454546,145596.90139288077,3.373518387194813,0.01449375866851595,0.06484049930651872,rural,grown
holyoke,14,13,13,16,29,40086.57142857143,40155.42857142857,40224.28571428572,40293.142857142855,40362,6570,0.1627768693325405,43044.77142857143,54372.23230075448,21.00093023255814,0.28610743043522574,0.21503924166751606,rural,grown
hopedale,0,0,2,0,1,5929.857142857143,5936.142857142857,5942.428571428572,5948.714285714285,5955,1038,0.1743073047858942,97991.66666666667,101931.1332725262,6.57705232837254,0.042401628222523746,0.05495251017639077,rural,uncertain
hopkinton,1,3,1,3,3,15694.285714285714,15950.714285714286,16207.142857142857,16463.571428571428,16720,2034,0.12165071770334929,154326.0,172252.30754504498,3.042541733979537,0.01502494140272853,0.041649137568363484,rural,grown
hubbardston,1,0,0,0,1,4467.285714285715,4495.714285714285,4524.142857142857,4552.571428571428,4581,648,0.14145383104125736,86577.0,100209.36739893,4.017715912685859,0.02379393145601397,0.11875136433093211,rural,grown
hudson,0,4,2,2,3,19397.285714285714,19508.714285714286,19620.14285714286,19731.571428571428,19843,4264,0.21488686186564532,89813.75,103992.45396647388,9.715265866209263,0.05930491008284502,0.08501717518690645,rural,grown
hull,1,4,3,6,3,7634.571428571428,7651.428571428572,7668.285714285715,7685.142857142857,7702,2299,0.298493897688912,74927.16666666667,93830.8557983202,4.552493031898421,0.041937159179433914,0.13230329784471564,rural,grown
huntington,0,0,0,0,1,2093.0,2064.0,2035.0,2006.0,1977,375,0.18968133535660092,67639.0,69768.11280276816,5.829903978052126,0.08042488619119878,0.14011127971674253,rural,shrunk
ipswich,3,3,2,4,4,11057.42857142857,11103.57142857143,11149.714285714286,11195.857142857143,11242,2731,0.24292830457214018,78064.85714285714,108553.08617595512,3.1740150673088796,0.07023201648302428,0.10077936038699274,rural,grown
kingston,1,1,0,5,2,12878.0,12961.0,13044.0,13127.0,13210,2557,0.19356548069644208,98433.55555555556,101512.57167575863,4.954703053349737,0.06564956079519187,0.05994760363692402,rural,grown
lakeville,0,0,1,1,1,11744.142857142857,11844.857142857143,11945.57142857143,12046.285714285714,12147,2059,0.16950687412529844,98286.85714285714,113849.48593262098,5.915853091585309,0.039332835449340305,0.0744336569579288,rural,grown
lancaster,1,1,1,3,0,8022.0,8011.0,8000.0,7989.0,7978,1380,0.17297568312860365,104127.75,119210.97012657573,12.689460697920339,0.05296514259846084,0.022785574166289423,rural,shrunk
lanesborough,0,1,1,0,1,3053.714285714286,3041.285714285714,3028.8571428571427,3016.4285714285716,3004,637,0.21205059920106525,78287.66666666667,84107.5009977259,3.2497678737233056,0.0492676431424767,0.05426098535286285,rural,shrunk
lawrence,27,43,60,50,62,77714.14285714286,78159.85714285714,78605.57142857143,79051.28571428571,79497,9018,0.11343824295256424,41461.58490566038,51743.21006609063,32.336132373269514,0.24203748565599897,0.2839857197500956,urban,grown
lee,0,1,0,2,1,5880.0,5859.0,5838.0,5817.0,5796,1686,0.2908902691511387,75584.5,81195.74143944781,10.865954922894424,0.08017777777777778,0.10737777777777778,rural,shrunk
leicester,0,1,1,2,2,11101.57142857143,11145.42857142857,11189.285714285714,11233.142857142857,11277,2280,0.20218143123171056,76786.25,92572.66143805902,10.135713412397603,0.056124803840118156,0.11261884981076341,rural,grown
lenox,0,0,0,1,1,5011.714285714285,5007.285714285715,5002.857142857143,4998.428571428572,4994,1974,0.395274329195034,73080.25,110833.09772057025,3.690506490201069,0.038338658146964855,0.10394036208732695,rural,uncertain
leominster,20,22,30,28,24,41053.42857142857,41151.57142857143,41249.71428571428,41347.857142857145,41446,8124,0.1960140906239444,61588.28,76865.29848417762,13.65707726023585,0.13429998781527963,0.16334836115511148,rural,grown
leverett,0,0,0,1,0,1913.5714285714287,1934.4285714285713,1955.2857142857142,1976.142857142857,1997,627,0.313970956434652,87174.0,116107.701711491,2.7906976744186047,0.06009013520280421,0.0756134201301953,rural,grown
lexington,3,4,0,0,1,32227.571428571428,32505.428571428572,32783.28571428572,33061.142857142855,33339,6789,0.20363538198506254,161038.77272727274,210971.44125244682,2.069778612287673,0.03634598464852401,0.045781377992172564,rural,grown
leyden,0,0,0,0,0,1809.5714285714287,1805.4285714285713,1801.2857142857142,1797.142857142857,1793,443,0.24707194645844952,65588.0,81706.330749354,5.201465201465202,0.1146067415730337,0.11292134831460675,rural,uncertain
lincoln,0,0,0,0,0,6505.142857142857,6552.857142857143,6600.571428571428,6648.285714285715,6696,1290,0.19265232974910393,148426.0,213715.05702346665,1.4071923162832254,0.02740751834656283,0.07488392990864161,rural,grown
littleton,0,0,0,1,0,9279.714285714286,9398.285714285714,9516.857142857143,9635.42857142857,9754,1712,0.17551773631330736,122943.16666666667,138535.13646295425,2.568149210903874,0.03844155844155844,0.07044155844155844,rural,grown
longmeadow,0,0,3,0,2,15823.42857142857,15836.57142857143,15849.714285714286,15862.857142857143,15876,3607,0.22719828672209624,119052.125,161068.55826624163,3.619413216342199,0.036244800950683304,0.05268369974252327,rural,grown
lowell,53,67,78,59,72,108424.0,109059.0,109694.0,110329.0,110964,13040,0.11751559064201002,53483.81081081081,65187.727190457575,20.155498172684812,0.2244289220313385,0.19127808193316972,urban,grown
ludlow,1,0,3,6,3,21200.714285714286,21233.285714285714,21265.85714285714,21298.428571428572,21331,4079,0.19122404012938915,65449.818181818184,81658.65858677113,16.334384858044164,0.058051979596793785,0.11110031576390576,rural,grown
lunenburg,1,0,0,0,1,10542.0,10694.0,10846.0,10998.0,11150,2082,0.18672645739910315,99216.66666666667,113492.99393410578,6.430211788721612,0.08323446198777038,0.06498129049922424,rural,grown
lynn,42,42,45,65,48,90293.0,90674.0,91055.0,91436.0,91817,12037,0.13109772700044653,58308.16176470588,71631.29519947423,20.89165370658372,0.18389229369264673,0.18481323524574886,urban,grown
lynnfield,2,2,0,3,2,12082.857142857143,12245.142857142857,12407.42857142857,12569.714285714286,12732,3002,0.2357838517122212,121269.11111111111,151298.3445936766,3.5917901938426455,0.01795416961965509,0.03732577368296716,rural,grown
malden,5,12,8,9,13,60205.142857142855,60456.857142857145,60708.57142857143,60960.28571428572,61212,8687,0.14191661765666863,66458.85416666667,78240.49060063821,13.479951784211604,0.1587470526591564,0.16274233691380666,urban,grown
manchester,0,0,0,0,0,5217.857142857143,5245.142857142857,5272.428571428572,5299.714285714285,5327,1459,0.27388774169326074,113122.2,164876.5349338172,2.642174131857071,0.03698835899361622,0.061396920766053326,rural,grown
mansfield,1,1,6,4,2,23395.714285714286,23466.285714285714,23536.85714285714,23607.428571428572,23678,2603,0.1099332713911648,116948.35714285714,133365.61446226618,2.5514660012476607,0.027069389138354657,0.06261120054223503,rural,grown
marblehead,0,0,2,3,1,20058.714285714286,20142.285714285714,20225.85714285714,20309.428571428572,20393,5386,0.2641102339037905,118758.9,165125.03276142658,2.3562164731445643,0.04586703491812981,0.0566679818504636,rural,grown
marion,1,0,1,1,1,4974.714285714285,4997.285714285715,5019.857142857143,5042.428571428572,5065,1602,0.3162882527147088,75592.0,131487.2134905387,5.217391304347826,0.0555893690403733,0.12517752079529315,rural,grown
marlborough,9,7,6,3,22,39044.142857142855,39225.857142857145,39407.57142857143,39589.28571428572,39771,6257,0.1573256895728043,78251.6,96155.64135300074,8.41288782816229,0.06495522084266232,0.13461734174638715,rural,grown
marshfield,2,0,2,6,5,26315.14285714286,26387.85714285714,26460.571428571428,26533.285714285714,26606,5148,0.19349019018266556,101455.82352941176,126077.5184322551,4.371434839842036,0.062159214830970554,0.0815252134020231,rural,grown
mashpee,1,2,4,1,0,14025.42857142857,14032.57142857143,14039.714285714286,14046.857142857143,14054,4923,0.3502917318912765,77576.75,95487.17513039685,3.767186067827681,0.06100891060649612,0.11835297499281403,rural,uncertain
mattapoisett,0,0,2,1,4,6130.714285714285,6159.285714285715,6187.857142857143,6216.428571428572,6245,1518,0.2430744595676541,87293.16666666667,127198.57445116533,2.561817776787703,0.04611689351481185,0.07141713370696558,rural,grown
maynard,1,1,0,1,1,10300.57142857143,10365.42857142857,10430.285714285714,10495.142857142857,10560,1946,0.18428030303030302,94304.5,112975.78180588188,3.8653526174324844,0.08090831027573704,0.062112393855548134,rural,grown
medfield,0,0,1,0,1,12275.142857142857,12358.857142857143,12442.57142857143,12526.285714285714,12610,1841,0.14599524187153054,169301.7142857143,216104.518189149,1.0567366964398037,0.021796197597645374,0.06936600111367433,rural,grown
medford,14,14,15,14,6,56827.42857142857,57045.57142857143,57263.71428571428,57481.857142857145,57700,9640,0.16707105719237436,90832.72549019608,107221.1768391583,7.745121657431944,0.10340654576981433,0.11296149122173253,urban,grown
medway,0,1,1,0,2,12927.714285714286,12986.285714285714,13044.857142857143,13103.42857142857,13162,1831,0.13911259686977662,114977.25,134802.8961876275,4.548595117457393,0.052784800429020146,0.043208457825787173,rural,grown
melrose,12,17,21,19,19,27475.428571428572,27639.571428571428,27803.714285714286,27967.85714285714,28132,5262,0.18704677946822124,105212.25925925926,128222.23911978712,5.60458958517211,0.03898292927843925,0.0806197102280878,rural,grown
mendon,0,1,0,0,1,5905.857142857143,5928.142857142857,5950.428571428572,5972.714285714285,5995,982,0.16380316930775646,119551.0,140772.41228762866,2.815146985550573,0.005353856449723942,0.03446545089509787,rural,grown
merrimac,0,1,0,1,0,6515.428571428572,6574.571428571428,6633.714285714285,6692.857142857143,6752,1605,0.23770734597156398,95907.5,105801.36702747225,4.800498753117207,0.0536563614744352,0.10686682520808562,rural,grown
methuen,20,12,14,14,11,48249.28571428572,48580.71428571428,48912.142857142855,49243.57142857143,49575,8315,0.16772566817952597,79581.14705882352,90551.0930649226,11.834495031884918,0.09425637897733048,0.14522720341567552,rural,grown
middleborough,3,6,3,5,4,23586.14285714286,23742.85714285714,23899.571428571428,24056.285714285714,24213,5181,0.2139759633254863,80831.85714285714,92297.737465395,4.802927927927928,0.07860059781922284,0.09990317012587883,rural,grown
middlefield,0,0,0,0,0,1694.142857142857,1699.857142857143,1705.5714285714287,1711.2857142857142,1717,374,0.21782178217821782,75156.0,91585.8227848101,4.232804232804233,0.0701344243132671,0.11513734658094682,rural,uncertain
middleton,0,1,0,1,1,9273.714285714286,9369.285714285714,9464.857142857143,9560.42857142857,9656,1998,0.20691797845898924,116976.25,151994.57026466698,7.551080840983121,0.03640921570968127,0.03819983287573117,rural,grown
milford,14,9,20,14,16,28269.428571428572,28359.571428571428,28449.714285714286,28539.85714285714,28630,4457,0.15567586447782047,78176.63157894737,87465.08411304899,8.12770671769564,0.07894181383240695,0.11865897417856891,rural,grown
millbury,0,1,3,2,3,13372.42857142857,13409.57142857143,13446.714285714286,13483.857142857143,13521,2982,0.22054581761704015,81051.66666666667,93107.16533376314,8.2640277923992,0.05978994748687172,0.10172543135783946,rural,grown
millis,2,0,3,1,1,7999.428571428572,8035.571428571428,8071.714285714285,8107.857142857143,8144,1500,0.18418467583497053,103077.4,123735.74321475202,2.522306108442004,0.04404145077720207,0.06402664692820133,rural,grown
millville,1,0,0,0,0,3210.1428571428573,3216.8571428571427,3223.5714285714284,3230.285714285714,3237,348,0.10750695088044486,88113.0,107415.88750250306,10.058637798827244,0.043867778807537845,0.09236947791164658,rural,uncertain
milton,1,6,6,2,5,27227.571428571428,27302.428571428572,27377.285714285714,27452.14285714286,27527,4936,0.17931485450648454,133542.54545454544,158838.58808442406,4.360531744212698,0.041215589236003713,0.05343334364367461,rural,grown
monson,0,0,0,1,1,8664.142857142857,8698.857142857143,8733.57142857143,8768.285714285714,8803,1884,0.21401794842667274,68176.57142857143,78692.45941594263,8.429959260419931,0.05567105567105567,0.07576807576807577,rural,grown
montague,3,2,3,0,1,7472.857142857143,7449.142857142857,7425.428571428572,7401.714285714285,7378,1723,0.23353212252642994,51799.71428571428,66277.64005575565,11.046409034762661,0.1583160800552105,0.15431331953071084,rural,shrunk
monterey,0,0,0,0,0,861.5714285714286,828.4285714285714,795.2857142857143,762.1428571428571,729,338,0.46364883401920437,58661.0,95123.0136986301,4.5,0.0995850622406639,0.058091286307053944,rural,shrunk
montgomery,0,0,0,0,0,822.5714285714286,817.4285714285714,812.2857142857143,807.1428571428571,802,148,0.18453865336658354,74000.0,91171.7391304348,3.3980582524271843,0.03740648379052369,0.08728179551122195,rural,uncertain
mount washington,0,0,0,0,0,1393.2857142857142,1393.7142857142858,1394.142857142857,1394.5714285714287,1395,468,0.33548387096774196,62396.0,97734.5697329377,5.077452667814113,0.055197132616487454,0.12043010752688173,rural,uncertain
nahant,0,0,0,1,0,2838.0,2857.0,2876.0,2895.0,2914,635,0.21791352093342484,87364.66666666667,135832.81210847432,3.0012505210504377,0.05413901501921062,0.10967516590988474,rural,grown
nantucket,2,1,2,1,2,9906.714285714286,9992.285714285714,10077.857142857143,10163.42857142857,10249,1596,0.15572250951312322,86421.7,130623.22824815587,6.231333152321477,0.11824557937370345,0.0873258915341302,rural,grown
natick,4,2,2,7,1,34270.71428571428,34692.28571428572,35113.857142857145,35535.42857142857,35957,6353,0.1766832605612259,109483.30769230769,136271.43156163595,3.127092276790989,0.03570525606090401,0.06725285838694273,rural,grown
needham,0,1,2,1,0,29547.285714285714,29767.714285714286,29988.14285714286,30208.571428571428,30429,6009,0.19747609188602977,147317.69565217392,208813.28485573086,2.259496793290577,0.029536293737086338,0.028147545981099482,rural,grown
new ashford,0,0,0,0,0,273.42857142857144,288.57142857142856,303.7142857142857,318.85714285714283,334,81,0.24251497005988024,84583.0,92367.21311475411,7.053941908713693,0.07878787878787878,0.04242424242424243,rural,grown
new bedford,38,64,63,56,62,94404.71428571429,94418.28571428571,94431.85714285714,94445.42857142857,94459,15759,0.16683428789210134,43135.10843373494,54697.652239031595,25.953630999395994,0.22792959903371224,0.2165196385048422,urban,grown
new braintree,0,0,0,0,0,1105.2857142857142,1140.7142857142858,1176.142857142857,1211.5714285714287,1247,179,0.14354450681635927,84432.0,104876.941176471,8.286674132138858,0.0825242718446602,0.08495145631067962,rural,grown
new marlborough,1,0,0,0,0,1449.4285714285713,1429.5714285714287,1409.7142857142858,1389.857142857143,1370,448,0.327007299270073,74392.5,101677.18502244726,6.8755439512619665,0.04538690476190476,0.09672619047619048,rural,shrunk
new salem,0,2,0,0,0,1002.4285714285714,1006.5714285714286,1010.7142857142857,1014.8571428571429,1019,268,0.26300294406280667,71908.0,86781.5242494226,5.3984575835475574,0.06084396467124632,0.12266928361138371,rural,uncertain
newbury,2,1,0,1,0,6793.714285714285,6836.285714285715,6878.857142857143,6921.428571428572,6964,1535,0.2204192992533027,96529.2,117563.4642204083,3.591645520203006,0.042463768115942026,0.06217391304347826,rural,grown
newburyport,5,4,11,7,7,17619.14285714286,17686.85714285714,17754.571428571428,17822.285714285714,17890,3784,0.21151481274455003,94381.35714285714,124334.13572331595,3.1372259540857756,0.06963930701505254,0.09690428855438796,rural,grown
newton,5,10,15,11,3,86574.42857142857,87050.57142857143,87526.71428571429,88002.85714285714,88479,15985,0.18066433843058805,149031.34426229508,197806.46989359113,2.792608514769103,0.0427644987956272,0.07189179173614971,urban,grown
norfolk,1,1,0,0,1,11417.285714285714,11480.714285714286,11544.142857142857,11607.57142857143,11671,1542,0.1321223545540228,132350.0,151712.313602285,9.226692363285956,0.028459169586917278,0.03536158012105766,rural,grown
north adams,7,6,4,5,4,13495.0,13424.0,13353.0,13282.0,13211,2823,0.21368556505942018,38909.75,50750.53756952176,16.223137735218796,0.1783859533426758,0.22298244167834474,rural,shrunk
north andover,2,1,1,1,1,29131.14285714286,29390.85714285714,29650.571428571428,29910.285714285714,30170,4474,0.14829300629764666,114866.8947368421,136334.85256374686,2.898982377761231,0.05102463258124612,0.06064996895052784,rural,grown
north attleborough,1,6,4,4,3,28849.571428571428,28895.428571428572,28941.285714285714,28987.14285714286,29033,4282,0.14748734199014915,89261.375,102035.1712499474,6.101677835441125,0.07319523347651379,0.09075793265899959,rural,grown
north brookfield,1,0,2,1,0,5970.428571428572,5959.571428571428,5948.714285714285,5937.857142857143,5927,1019,0.17192508857769528,69356.83333333333,79899.06048946774,8.263673274420826,0.06345436036647438,0.14455378350865286,rural,shrunk
north reading,2,0,1,3,1,15194.57142857143,15295.42857142857,15396.285714285714,15497.142857142857,15598,2862,0.18348506218745994,133057.44444444444,152656.15758299813,2.4743566672665107,0.033950816497773185,0.04408442522429484,rural,grown
northampton,11,3,14,8,13,28548.571428571428,28548.428571428572,28548.285714285714,28548.14285714286,28548,4975,0.17426789967773573,67279.29411764706,89308.5848336992,5.254618726121317,0.14965932183129457,0.1292584771088178,rural,uncertain
northborough,0,0,1,0,0,14482.0,14591.0,14700.0,14809.0,14918,2753,0.1845421638289315,112497.75,146846.97689734946,4.207182054491191,0.037044575615713414,0.04756089286925843,rural,grown
northbridge,2,1,1,3,3,15442.285714285714,15586.714285714286,15731.142857142857,15875.57142857143,16020,2504,0.15630461922596753,71875.14285714286,91230.46871652857,7.52119609809463,0.08513616696360397,0.09671672181216595,rural,grown
northfield,0,0,0,0,1,3023.4285714285716,3020.5714285714284,3017.714285714286,3014.8571428571427,3012,422,0.14010624169986718,70086.0,82385.6850515674,5.067264573991031,0.039544235924932974,0.1638739946380697,rural,uncertain
norton,3,1,1,3,4,19238.428571428572,19307.571428571428,19376.714285714286,19445.85714285714,19515,2838,0.14542659492697924,102776.44444444444,111742.50357047656,4.736506925648782,0.0562588702810105,0.06795344876525689,rural,grown
norwell,1,3,1,1,1,9711.57142857143,9768.42857142857,9825.285714285714,9882.142857142857,9939,1977,0.198913371566556,125842.33333333333,168226.5355112395,2.965039091311403,0.03182751540041068,0.04815195071868583,rural,grown
norwood,9,17,14,17,12,28824.428571428572,28898.571428571428,28972.714285714286,29046.85714285714,29121,5698,0.19566635761134576,89928.57142857143,107364.08239125418,5.289350206170909,0.08268129104373341,0.07800055889339108,rural,grown
oak bluffs,0,2,1,1,1,4590.428571428572,4611.571428571428,4632.714285714285,4653.857142857143,4675,1370,0.293048128342246,70033.0,83237.64563420508,3.312063202673959,0.12232084866854298,0.07079454427365231,rural,grown
oakham,0,0,0,0,0,1879.2857142857142,1871.7142857142858,1864.142857142857,1856.5714285714287,1849,265,0.1433207138994051,85938.0,94425.47864506631,5.904334828101645,0.03791982665222102,0.09588299024918744,rural,uncertain
orange,0,1,1,1,2,7780.714285714285,7761.285714285715,7741.857142857143,7722.428571428572,7703,1446,0.1877190704920161,46834.857142857145,56074.42170932257,12.401292175161522,0.10257745378807602,0.30486852382192137,rural,shrunk
orleans,0,0,1,0,3,5053.571428571428,5047.428571428572,5041.285714285715,5035.142857142857,5029,2175,0.4324915490157089,59369.666666666664,80218.40274875671,1.9560492634629316,0.07803700724054706,0.11202735317779565,rural,uncertain
otis,0,0,1,0,0,1597.0,1592.0,1587.0,1582.0,1577,602,0.38173747622067217,67285.5,83345.32090090885,6.81986656782802,0.09194673430564362,0.12301838934686113,rural,uncertain
oxford,2,1,3,1,0,13790.0,13817.0,13844.0,13871.0,13898,2183,0.15707296013814936,70002.125,79482.97169557039,7.063947312513278,0.10912382331643737,0.09138305575669804,rural,grown
palmer,4,2,5,6,7,12181.57142857143,12195.42857142857,12209.285714285714,12223.142857142857,12237,2429,0.19849636348778296,61069.77777777778,70633.35969735074,7.638202000219804,0.14082644628099172,0.16958677685950413,rural,grown
paxton,1,0,0,0,0,4822.714285714285,4828.285714285715,4833.857142857143,4839.428571428572,4845,839,0.17316821465428275,106773.33333333333,117653.57305196008,3.118246372337141,0.04645308924485126,0.07025171624713959,rural,uncertain
peabody,10,13,11,12,9,51833.42857142857,52027.57142857143,52221.71428571428,52415.857142857145,52610,11739,0.2231324843185706,73472.4,85563.4918296147,10.190157470101434,0.09825147310032437,0.13114911422045641,urban,grown
pelham,0,0,0,0,0,1302.142857142857,1295.857142857143,1289.5714285714287,1283.2857142857142,1277,343,0.26859827721221613,92250.0,116789.122137405,2.277432712215321,0.040031397174254316,0.03296703296703297,rural,uncertain
pembroke,3,2,5,1,0,18005.428571428572,18061.571428571428,18117.714285714286,18173.85714285714,18230,3029,0.16615469007131103,103864.90909090909,112210.48910989102,4.499437570303712,0.04222100054975261,0.07883452446399121,rural,grown
pepperell,1,2,2,1,2,11733.57142857143,11812.42857142857,11891.285714285714,11970.142857142857,12049,1842,0.1528757573242593,86537.25,107137.28194911407,5.7057057057057055,0.0560685467099243,0.06696614258381166,rural,grown
peru,0,0,0,1,0,831.5714285714286,826.4285714285714,821.2857142857143,816.1428571428571,811,115,0.14180024660912455,68636.0,77355.71428571429,8.307210031347962,0.06781750924784218,0.10850801479654747,rural,uncertain
petersham,0,0,0,0,0,1227.142857142857,1224.857142857143,1222.5714285714287,1220.2857142857142,1218,280,0.22988505747126436,65529.0,84122.10953346861,2.5386313465783665,0.05387205387205387,0.18518518518518517,rural,uncertain
